Representative,BioGuideID,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party,last_modified,TickerType,Description,Quarter,EntryPrice,ExitPrice,PercentChange,TradeAmount,AdjustedReturn
Rob Bresnahan,B001327,2025-03-27,2025-03-07,INTU,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,605.8599853515625,615.2999877929688,1.558116176946147,15000.0,1.558116176946147
Rob Bresnahan,B001327,2025-03-27,2025-03-06,TSLA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,272.0599975585937,273.1300048828125,-0.3932982922225829,15000.0,-0.3932982922225829
Rob Bresnahan,B001327,2025-03-27,2025-03-05,SE,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,135.64999389648438,133.57000732421875,-1.5333480765600918,15000.0,-1.5333480765600918
Rob Bresnahan,B001327,2025-03-27,2025-03-04,ZM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,73.95999908447266,76.77999877929688,3.812871457182395,15000.0,3.812871457182395
Rob Bresnahan,B001327,2025-03-27,2025-03-04,BABA,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,129.60000610351562,135.6300048828125,-4.652776616754573,50000.0,-4.652776616754573
Rob Bresnahan,B001327,2025-03-27,2025-03-04,CRDO,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,49.0099983215332,42.43000030517578,13.425827875342758,15000.0,13.425827875342758
Rob Bresnahan,B001327,2025-03-27,2025-03-04,TWLO,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,114.01000213623048,101.81999969482422,-10.692046498552315,15000.0,-10.692046498552315
Rob Bresnahan,B001327,2025-03-27,2025-03-04,META,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,644.9362031172728,602.5800170898438,-6.567500137641861,15000.0,-6.567500137641861
Rob Bresnahan,B001327,2025-03-27,2025-03-03,TSM,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,180.446936265116,168.24000549316406,6.764831270960057,15000.0,6.764831270960057
Rob Bresnahan,B001327,2025-03-27,2025-03-03,SNOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,178.6999969482422,156.97999572753906,-12.15444968753637,15000.0,-12.15444968753637
Rob Bresnahan,B001327,2025-03-27,2025-03-03,BABA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,134.00999450683594,135.6300048828125,1.2088728023146995,15000.0,1.2088728023146995
Rob Bresnahan,B001327,2025-03-27,2025-03-03,NVDA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,123.49864257535764,111.43000030517578,9.772287385926278,15000.0,9.772287385926278
Rob Bresnahan,B001327,2025-03-27,2025-03-03,INTC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,25.0,23.6200008392334,-5.519996643066406,15000.0,-5.519996643066406
Rob Bresnahan,B001327,2025-03-27,2025-03-03,TTWO,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,212.88999938964844,214.2899932861328,0.6576137444211239,15000.0,0.6576137444211239
Rob Bresnahan,B001327,2025-03-27,2025-02-27,ORCL,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,173.0,145.77999877929688,15.734104751851518,15000.0,15.734104751851518
Rob Bresnahan,B001327,2025-03-27,2025-02-27,ALAB,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,85.0199966430664,62.790000915527344,26.14678499796433,15000.0,26.14678499796433
Rob Bresnahan,B001327,2025-03-27,2025-02-27,TSLA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,291.1600036621094,273.1300048828125,6.192470996195156,15000.0,6.192470996195156
Rob Bresnahan,B001327,2025-03-27,2025-02-26,INTC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,23.25,23.6200008392334,1.5914014590683805,15000.0,1.5914014590683805
Thomas H. Kean Jr,K000398,2025-03-14,2025-02-26,SYK,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-14,ST,,2025-Q1,391.5499877929688,367.5400085449219,6.132034222088165,50000.0,6.132034222088165
Rob Bresnahan,B001327,2025-03-27,2025-02-26,PLTR,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,89.16000366210938,90.08999633789062,-1.043060383112649,15000.0,-1.043060383112649
Rob Bresnahan,B001327,2025-03-27,2025-02-26,SNOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,166.0,156.97999572753906,-5.433737513530685,15000.0,-5.433737513530685
Rob Bresnahan,B001327,2025-03-27,2025-02-26,APP,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,328.4700012207031,261.70001220703125,20.327575962959333,15000.0,20.327575962959333
Rob Bresnahan,B001327,2025-03-27,2025-02-26,NVDA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,129.97805439122038,111.43000030517578,-14.270142889057944,15000.0,-14.270142889057944
Rob Bresnahan,B001327,2025-03-27,2025-02-26,TTD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,75.05999755859375,57.2599983215332,-23.7143615987536,15000.0,-23.7143615987536
Thomas H. Kean Jr,K000398,2025-03-14,2025-02-26,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-14,ST,,2025-Q1,214.94000244140625,201.3600006103516,-6.318043024474547,15000.0,-6.318043024474547
Rob Bresnahan,B001327,2025-03-27,2025-02-25,CAG,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,25.8700008392334,26.459999084472656,-2.280627081946168,15000.0,-2.280627081946168
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ZTS,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,165.89999389648438,165.02000427246094,0.5304337892697689,15000.0,0.5304337892697689
Rob Bresnahan,B001327,2025-03-27,2025-02-25,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,401.1000061035156,390.5799865722656,2.622792164339933,15000.0,2.622792164339933
Rob Bresnahan,B001327,2025-03-27,2025-02-25,AOS,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,66.52999877929688,66.9000015258789,-0.5561442257190758,15000.0,-0.5561442257190758
Rob Bresnahan,B001327,2025-03-27,2025-02-25,PLTR,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,90.6500015258789,90.08999633789062,-0.6177663304599174,15000.0,-0.6177663304599174
Rob Bresnahan,B001327,2025-03-27,2025-02-25,MRNA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,33.97999954223633,32.119998931884766,-5.473809992373973,15000.0,-5.473809992373973
Rob Bresnahan,B001327,2025-03-27,2025-02-25,PWR,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,259.4700012207031,254.8800048828125,-1.7689892150524216,15000.0,-1.7689892150524216
Rob Bresnahan,B001327,2025-03-27,2025-02-25,WY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,29.940485324340344,29.59000015258789,-1.1706061807472556,15000.0,-1.1706061807472556
Rob Bresnahan,B001327,2025-03-27,2025-02-25,LH,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,250.58219748951012,231.6699981689453,-7.547303643291156,15000.0,-7.547303643291156
Rob Bresnahan,B001327,2025-03-27,2025-02-25,GEHC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,91.08999633789062,81.66000366210938,-10.352391102093682,15000.0,-10.352391102093682
Rob Bresnahan,B001327,2025-03-27,2025-02-25,INTU,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,567.3099975585938,615.2999877929688,8.459218141915157,15000.0,8.459218141915157
Rob Bresnahan,B001327,2025-03-27,2025-02-25,CAT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,341.0,339.29998779296875,0.4985373041147361,15000.0,0.4985373041147361
Rob Bresnahan,B001327,2025-03-27,2025-02-25,VTRS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,11.208860489146655,8.84000015258789,-21.133819435548265,15000.0,-21.133819435548265
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ON,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,53.630001068115234,43.7599983215332,18.403883181069087,15000.0,18.403883181069087
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ODFL,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,180.42086741654532,170.22999572753906,5.648388589928563,15000.0,5.648388589928563
Rob Bresnahan,B001327,2025-03-27,2025-02-25,KHC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,31.097187078503296,30.06999969482422,-3.3031520860262837,15000.0,-3.3031520860262837
Rob Bresnahan,B001327,2025-03-27,2025-02-25,TMO,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,534.3381282287088,511.6799926757813,4.2404115214532005,15000.0,4.2404115214532005
Rob Bresnahan,B001327,2025-03-27,2025-02-25,UPS,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,116.45999908447266,111.01000213623048,4.679715774588927,15000.0,4.679715774588927
Rob Bresnahan,B001327,2025-03-27,2025-02-25,CI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,300.73250569520826,324.739990234375,-7.9830028628492435,15000.0,-7.9830028628492435
Rob Bresnahan,B001327,2025-03-27,2025-02-25,HSY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,177.83999633789062,170.6199951171875,-4.059829829834983,15000.0,-4.059829829834983
Rob Bresnahan,B001327,2025-03-27,2025-02-25,UBER,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,76.36000061035156,74.86000061035156,1.9643792404536151,15000.0,1.9643792404536151
Rob Bresnahan,B001327,2025-03-27,2025-02-25,WST,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,219.2899932861328,226.05999755859372,3.087238122912128,15000.0,3.087238122912128
Rob Bresnahan,B001327,2025-03-27,2025-02-25,LIN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,457.7630107049473,464.7300109863281,-1.521966633051403,15000.0,-1.521966633051403
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ALGN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,191.0,164.2899932861328,-13.984296708830987,15000.0,-13.984296708830987
Rob Bresnahan,B001327,2025-03-27,2025-02-25,BIIB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,140.0,140.3300018310547,0.235715593610491,15000.0,0.235715593610491
Rob Bresnahan,B001327,2025-03-27,2025-02-25,CMCSA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,36.45000076293945,37.369998931884766,-2.524000410668636,15000.0,-2.524000410668636
Rob Bresnahan,B001327,2025-03-27,2025-02-25,COP,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,99.27999877929688,102.81999969482422,-3.565673810489157,15000.0,-3.565673810489157
Rob Bresnahan,B001327,2025-03-27,2025-02-25,DHI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,127.66999816894533,130.0800018310547,-1.887682068358946,15000.0,-1.887682068358946
Rob Bresnahan,B001327,2025-03-27,2025-02-25,DE,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,486.6799926757813,479.7200012207031,-1.430096071303832,50000.0,-1.430096071303832
Rob Bresnahan,B001327,2025-03-27,2025-02-25,LULU,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,366.4100036621094,341.5299987792969,-6.790208955581894,15000.0,-6.790208955581894
Rob Bresnahan,B001327,2025-03-27,2025-02-25,OXY,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,49.556944792690985,49.5099983215332,-0.0947323757632157,50000.0,-0.0947323757632157
Rob Bresnahan,B001327,2025-03-27,2025-02-25,PLTR,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,90.6500015258789,90.08999633789062,0.6177663304599174,15000.0,0.6177663304599174
Rob Bresnahan,B001327,2025-03-27,2025-02-25,REGN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,720.0,635.8300170898438,11.690275404188368,15000.0,11.690275404188368
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ROK,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,290.7799987792969,268.0799865722656,-7.806593404748119,15000.0,-7.806593404748119
Rob Bresnahan,B001327,2025-03-27,2025-02-25,SMCI,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,50.119998931884766,34.720001220703125,-30.72625307137556,15000.0,-30.72625307137556
Rob Bresnahan,B001327,2025-03-27,2025-02-25,GWW,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,996.22998046875,987.239990234375,0.9024010931838244,15000.0,0.9024010931838244
Rob Bresnahan,B001327,2025-03-27,2025-02-25,TECH,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,66.0199966430664,59.95000076293945,-9.194177807890634,15000.0,-9.194177807890634
Rob Bresnahan,B001327,2025-03-27,2025-02-25,DG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,78.8499984741211,87.54000091552734,11.020929118037138,15000.0,11.020929118037138
Rob Bresnahan,B001327,2025-03-27,2025-02-25,HAL,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,26.56169867541434,25.34000015258789,-4.599474370053228,15000.0,-4.599474370053228
Rob Bresnahan,B001327,2025-03-27,2025-02-25,MDLZ,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,65.22000122070312,67.5,3.4958582284925246,15000.0,3.4958582284925246
Rob Bresnahan,B001327,2025-03-27,2025-02-25,WAT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,379.7900085449219,370.5899963378906,-2.4223944811710507,15000.0,-2.4223944811710507
Rob Bresnahan,B001327,2025-03-27,2025-02-25,IR,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,82.75967127646628,81.30000305175781,1.7637433815225174,15000.0,1.7637433815225174
Rob Bresnahan,B001327,2025-03-27,2025-02-25,BABA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,132.7899932861328,135.6300048828125,2.138724105934772,15000.0,2.138724105934772
Rob Bresnahan,B001327,2025-03-27,2025-02-25,TWLO,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,116.5,101.81999969482422,-12.600858631052173,15000.0,-12.600858631052173
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ABNB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,144.78500366210938,125.6500015258789,-13.216149222806663,15000.0,-13.216149222806663
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ACGL,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,90.0,96.94000244140624,-7.711113823784722,15000.0,-7.711113823784722
Rob Bresnahan,B001327,2025-03-27,2025-02-25,XOM,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,111.3000030517578,117.88999938964844,-5.920930958848294,50000.0,-5.920930958848294
Rob Bresnahan,B001327,2025-03-27,2025-02-25,INTU,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,567.3099975585938,615.2999877929688,8.459218141915157,15000.0,8.459218141915157
Rob Bresnahan,B001327,2025-03-27,2025-02-25,KDP,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,34.91999816894531,34.2599983215332,-1.890034026402251,15000.0,-1.890034026402251
Rob Bresnahan,B001327,2025-03-27,2025-02-25,MDT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,90.36000061035156,88.9800033569336,-1.527221385675685,15000.0,-1.527221385675685
Rob Bresnahan,B001327,2025-03-27,2025-02-25,NDSN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,212.7613376525523,206.5500030517578,2.9193906511989707,15000.0,2.9193906511989707
Rob Bresnahan,B001327,2025-03-27,2025-02-25,NVDA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,129.96804527013506,111.43000030517578,14.263540646801648,15000.0,14.263540646801648
Rob Bresnahan,B001327,2025-03-27,2025-02-25,RVTY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,115.26000213623048,107.33999633789062,-6.871426038131482,15000.0,-6.871426038131482
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ABBV,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,205.17999267578125,202.72000122070312,-1.198943144015666,15000.0,-1.198943144015666
Rob Bresnahan,B001327,2025-03-27,2025-02-25,AVY,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,184.69928097442389,177.99000549316406,3.632540119194555,15000.0,3.632540119194555
Rob Bresnahan,B001327,2025-03-27,2025-02-25,BA,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,180.4499969482422,179.11000061035156,-0.7425859576351067,50000.0,-0.7425859576351067
Rob Bresnahan,B001327,2025-03-27,2025-02-25,CSX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,31.840161348648056,29.920000076293945,6.030626702322417,15000.0,6.030626702322417
Rob Bresnahan,B001327,2025-03-27,2025-02-25,SRE,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,71.72329538008292,70.05999755859375,2.3190482432170194,15000.0,2.3190482432170194
Rob Bresnahan,B001327,2025-03-27,2025-02-25,DXCM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,90.70999908447266,69.47000122070312,-23.41527734333899,15000.0,-23.41527734333899
Rob Bresnahan,B001327,2025-03-27,2025-02-25,EMR,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,119.47000122070312,112.08000183105467,-6.1856527279986455,15000.0,-6.1856527279986455
Rob Bresnahan,B001327,2025-03-27,2025-02-25,FCX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,37.18999862670898,39.97999954223633,-7.502019409927136,15000.0,-7.502019409927136
Rob Bresnahan,B001327,2025-03-27,2025-02-25,MRK,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,90.96415523877718,87.5999984741211,3.698332333022072,50000.0,3.698332333022072
Rob Bresnahan,B001327,2025-03-27,2025-02-25,TFX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,177.60573302723756,139.3699951171875,21.528436756141332,15000.0,21.528436756141332
Rob Bresnahan,B001327,2025-03-27,2025-02-25,URI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,633.0,645.9199829101562,-2.041071549787717,15000.0,-2.041071549787717
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ZM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,77.66500091552734,76.77999877929688,-1.1395121686704737,15000.0,-1.1395121686704737
Rob Bresnahan,B001327,2025-03-27,2025-02-25,CPB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,41.29999923706055,39.58000183105469,-4.164642706488043,15000.0,-4.164642706488043
Rob Bresnahan,B001327,2025-03-27,2025-02-25,DHR,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,210.8999938964844,210.1100006103516,0.374581938831427,50000.0,0.374581938831427
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ETN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,287.20001220703125,280.9100036621094,2.1901143027764407,15000.0,2.1901143027764407
Rob Bresnahan,B001327,2025-03-27,2025-02-25,EOG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,133.32000732421875,126.7300033569336,-4.942997003637296,15000.0,-4.942997003637296
Rob Bresnahan,B001327,2025-03-27,2025-02-25,FSLR,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,150.92999267578125,126.5999984741211,16.120052595460194,15000.0,16.120052595460194
Rob Bresnahan,B001327,2025-03-27,2025-02-25,HCA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,320.25641150918614,342.3399963378906,-6.895594915535688,15000.0,-6.895594915535688
Rob Bresnahan,B001327,2025-03-27,2025-02-25,HUM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,254.92999267578125,270.3800048828125,6.060492155068039,15000.0,6.060492155068039
